file	raw_frequency_field	candidate_sampling_frequency	confidence	reason
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 56 1063 | RESP Freq Per: 14 4160 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 80 748 | RESP Freq Per: 17 3460 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ext	ECG Freq Per: 0 0 | PULS Freq Per: 67 886 | RESP Freq Per: 16 3640 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 67 886 | RESP Freq Per: 16 3640 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.puls	ECG Freq Per: 0 0 | PULS Freq Per: 68 871 | RESP Freq Per: 16 3640 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.resp	ECG Freq Per: 0 0 | PULS Freq Per: 68 871 | RESP Freq Per: 16 3640 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 105 570 | RESP Freq Per: 23 2580 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ext	ECG Freq Per: 0 0 | PULS Freq Per: 87 687 | RESP Freq Per: 16 3580 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 86 696 | RESP Freq Per: 16 3580 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.puls	ECG Freq Per: 0 0 | PULS Freq Per: 89 668 | RESP Freq Per: 16 3580 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.resp	ECG Freq Per: 0 0 | PULS Freq Per: 89 668 | RESP Freq Per: 16 3580 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 71 845 | RESP Freq Per: 19 3140 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 79 756 | RESP Freq Per: 15 3960 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ext	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ext2	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 55 1083 | RESP Freq Per: 15 3760 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ext	ECG Freq Per: 0 0 | PULS Freq Per: 61 973 | RESP Freq Per: 14 4020 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 61 970 | RESP Freq Per: 16 3660 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.puls	ECG Freq Per: 0 0 | PULS Freq Per: 61 973 | RESP Freq Per: 14 4020 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.resp	ECG Freq Per: 0 0 | PULS Freq Per: 61 977 | RESP Freq Per: 14 4020 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 52 1145 | RESP Freq Per: 14 4040 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ext	ECG Freq Per: 0 0 | PULS Freq Per: 50 1200 | RESP Freq Per: 16 3640 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 50 1200 | RESP Freq Per: 16 3640 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.puls	ECG Freq Per: 0 0 | PULS Freq Per: 50 1196 | RESP Freq Per: 16 3640 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.resp	ECG Freq Per: 0 0 | PULS Freq Per: 50 1196 | RESP Freq Per: 16 3640 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 61 975 | RESP Freq Per: 9 6240 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 59 1016 | RESP Freq Per: 7 8060 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
