physio_file	candidate_source	variable	value	units	confidence	notes
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Peripheral/SUBC29_SESSION02_2024JULY14.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Peripheral/SUBC29_SESSION02_2024JULY14.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Peripheral/SUBC29_SESSION02_2024JULY14.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-peripheral/SUBC30_Session2_2024JUL20.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-peripheral/SUBC30_Session2_2024JUL20.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-peripheral/SUBC30_Session2_2024JUL20.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_Session01_2024JAN19_Peripheral/SUBC30_Session01_2024JAN19.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_Session01_2024JAN19_Peripheral/SUBC30_Session01_2024JAN19.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_Session01_2024JAN19_Peripheral/SUBC30_Session01_2024JAN19.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC31_Session01_2024FEB01/SUBC31_Session01_2024FEB01_Peripheral/SUBC31_SESSION01_2024FEB01.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC31_Session01_2024FEB01/SUBC31_Session01_2024FEB01_Peripheral/SUBC31_SESSION01_2024FEB01.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC31_Session01_2024FEB01/SUBC31_Session01_2024FEB01_Peripheral/SUBC31_SESSION01_2024FEB01.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC32_Session01_2024FEB03/SUBC32_Session01_2024FEB03_Peripheral/SUBC32_SESSION01_2024FEB03.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC32_Session01_2024FEB03/SUBC32_Session01_2024FEB03_Peripheral/SUBC32_SESSION01_2024FEB03.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC32_Session01_2024FEB03/SUBC32_Session01_2024FEB03_Peripheral/SUBC32_SESSION01_2024FEB03.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC33_Session01_2024FEB09/SUBC33_Sesion01_2024FEB09_Peripheral/SUBC033_SESSION01_2024FEB09.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC33_Session01_2024FEB09/SUBC33_Sesion01_2024FEB09_Peripheral/SUBC033_SESSION01_2024FEB09.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC33_Session01_2024FEB09/SUBC33_Sesion01_2024FEB09_Peripheral/SUBC033_SESSION01_2024FEB09.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC34_Session1_2024FEB12/SUBC34_Session1_2024FEB12_Peripheral/SUBC34_Session01_2024FEB12.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC34_Session1_2024FEB12/SUBC34_Session1_2024FEB12_Peripheral/SUBC34_Session01_2024FEB12.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC34_Session1_2024FEB12/SUBC34_Session1_2024FEB12_Peripheral/SUBC34_Session01_2024FEB12.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC35_SESSION01_2024FEB20/SUBC35_Session01_2024FEB20_Physio/subc35_sESSION01_2024feb20.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC35_SESSION01_2024FEB20/SUBC35_Session01_2024FEB20_Physio/subc35_sESSION01_2024feb20.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC35_SESSION01_2024FEB20/SUBC35_Session01_2024FEB20_Physio/subc35_sESSION01_2024feb20.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC36_SESSION01_27_FEB2024/SUBC36_SESSION01_27FEB2024_peripheral/SUBC36_SESSION01_27FEB2024.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC36_SESSION01_27_FEB2024/SUBC36_SESSION01_27FEB2024_peripheral/SUBC36_SESSION01_27FEB2024.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC36_SESSION01_27_FEB2024/SUBC36_SESSION01_27FEB2024_peripheral/SUBC36_SESSION01_27FEB2024.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC36_Session02_2024AUG24/peripheral/SUBC036-Scan2-AUG24-2024.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC36_Session02_2024AUG24/peripheral/SUBC036-Scan2-AUG24-2024.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC36_Session02_2024AUG24/peripheral/SUBC036-Scan2-AUG24-2024.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC37_SESSION01_29FEB2024/SUBC37_SESSION01_29FEB2024_peripheral/SUBC37_SESSION01_29FEB2024.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC37_SESSION01_29FEB2024/SUBC37_SESSION01_29FEB2024_peripheral/SUBC37_SESSION01_29FEB2024.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC37_SESSION01_29FEB2024/SUBC37_SESSION01_29FEB2024_peripheral/SUBC37_SESSION01_29FEB2024.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC38_Session01_2024MAR07/SUBC38_Session01_2024MAR07_peripheral/SUBC038_Session1_2024MAR7.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC38_Session01_2024MAR07/SUBC38_Session01_2024MAR07_peripheral/SUBC038_Session1_2024MAR7.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC38_Session01_2024MAR07/SUBC38_Session01_2024MAR07_peripheral/SUBC038_Session1_2024MAR7.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session01_2024MAR10_Peripheral/SUBC39_Session01_2024MAR10.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session01_2024MAR10_Peripheral/SUBC39_Session01_2024MAR10.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session01_2024MAR10_Peripheral/SUBC39_Session01_2024MAR10.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_Session01_2024MAR18_Peripheral/SUBC40_Session01_2024MAR18.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_Session01_2024MAR18_Peripheral/SUBC40_Session01_2024MAR18.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_Session01_2024MAR18_Peripheral/SUBC40_Session01_2024MAR18.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040-Session2-2024OCT05-periphery/SUBC40-Session2-2024OCT05.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040-Session2-2024OCT05-periphery/SUBC40-Session2-2024OCT05.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040-Session2-2024OCT05-periphery/SUBC40-Session2-2024OCT05.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_Peripheral/SUBC41_SESSION01_2024MAR21.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_Peripheral/SUBC41_SESSION01_2024MAR21.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_Peripheral/SUBC41_SESSION01_2024MAR21.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.resp					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.ecg					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
/lustre07/scratch/alexrees/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.puls					NONE	No explicit ECG/RESP/PULS acquisition sampling-rate label with units was found. Freq Per, bpm, period, TR, display fps, and unlabeled PMU preamble values were rejected.
