filepath	subject_candidate	session_candidate	extension	size_bytes	version	header_tokens	log_start_mdh_time	log_stop_mdh_time	log_start_mpcu_time	log_stop_mpcu_time	nr_trig	nr_mp	nr_arr	acq_win	ecg_freq_per	puls_freq_per	resp_freq_per	ext_freq_per	ext2_freq_per	footer_complete	notes
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.resp	SUBC17	ses-01	.resp	5944262	LOGVERSION_RESP	1 2 20 2	53634527	56677705	53635515	56678520	2084	0	0	203	0 0	0 0	5 10260	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.ecg	SUBC17	ses-02	.ecg	77345	LOGVERSION	1 1 2 40 280	34871282	34879567	34871332	34879617	0	0	0	0	0 0	57 1036	8 6900	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.puls	SUBC17	ses-02	.puls	8804917	LOGVERSION_PULS	1 2 40 280	34872312	39271782	34872360	39271645	2124	0	0	0	0 0	0 0	0 0	64 937	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.resp	SUBC17	ses-02	.resp	8614953	LOGVERSION_RESP	1 2 20 2	34871802	39271785	34871850	39271645	2124	0	0	0	0 0	0 0	0 0	64 937	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.ecg	SUBC18	ses-01	.ecg	2760702	LOGVERSION	1 1 2 40 280	47001172	47301172	47000292	47300272	0	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.puls	SUBC18	ses-01	.puls	598601	LOGVERSION_PULS	1 2 40 280	47002200	47301172	47001317	47300270	0	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.resp	SUBC18	ses-01	.resp	599624	LOGVERSION_RESP	1 2 20 2	47001687	47301172	47000805	47300270	0	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.ecg	SUBC20	ses-01	.ecg	76678	LOGVERSION	1 1 2 40 280	52578025	52586237	52576380	52584592	0	0	0	0	0 0	44 1357	15 3940	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.puls	SUBC20	ses-01	.puls	18560527	LOGVERSION_PULS	1 2 40 280	52579055	61887897	52577407	61885717	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.resp	SUBC20	ses-01	.resp	18611704	LOGVERSION_RESP	1 2 20 2	52578545	61887900	52576897	61885717	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.ecg	SUBC020	ses-02	.ecg	67174	LOGVERSION	1 1 2 40 280	35235635	35242815	35235890	35243067	0	0	0	0	0 0	60 985	13 4380	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.puls	SUBC020	ses-02	.puls	10837790	LOGVERSION_PULS	1 2 40 280	35236665	40665017	35236917	40665022	2124	0	0	0	0 0	0 0	15 3900	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.resp	SUBC020	ses-02	.resp	10757979	LOGVERSION_RESP	1 2 20 2	35236152	40665020	35236405	40665022	2124	0	0	0	0 0	0 0	15 3900	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.ecg	SUBC021	ses-01	.ecg	33113	LOGVERSION	1 1 2 40 280	38713910	38717387	38714397	38717875	0	0	0	0	0 0	71 838	18 3200	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.puls	SUBC021	ses-01	.puls	13268881	LOGVERSION_PULS	1 2 40 280	38714940	45394605	38715425	45394742	2124	0	0	0	0 0	58 1032	17 3340	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.resp	SUBC021	ses-01	.resp	13268413	LOGVERSION_RESP	1 2 20 2	38714427	45394607	38714915	45394742	2124	0	0	0	0 0	58 1032	17 3340	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.ecg	SUBC22	ses-01	.ecg	116946	LOGVERSION	1 1 2 40 280	48552407	48564997	48552467	48565057	0	0	0	0	0 0	73 817	16 3660	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.puls	SUBC22	ses-01	.puls	17066718	LOGVERSION_PULS	1 2 40 280	48553437	57075422	48553495	57075405	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.resp	SUBC22	ses-01	.resp	16771676	LOGVERSION_RESP	1 2 20 2	48552925	57075425	48552982	57075405	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.ecg	SUBC22	ses-02	.ecg	98823	LOGVERSION	1 1 2 40 280	40813507	40824127	40813300	40823920	0	0	0	0	0 0	67 890	14 4160	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.puls	SUBC22	ses-02	.puls	5597330	LOGVERSION_PULS	1 2 40 280	40814537	43653610	40814327	43653872	1946	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.resp	SUBC22	ses-02	.resp	5584408	LOGVERSION_RESP	1 2 20 2	40814027	43653612	40813817	43653872	1946	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.ecg	SUBC23	ses-01	.ecg	152048	LOGVERSION	1 1 2 40 280	36810457	36826862	36810967	36827370	0	0	0	0	0 0	63 947	5 11700	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.puls	SUBC23	ses-01	.puls	8900153	LOGVERSION_PULS	1 2 40 280	36811487	41269397	36811995	41269212	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.resp	SUBC23	ses-01	.resp	8697287	LOGVERSION_RESP	1 2 20 2	36810975	41269400	36811482	41269212	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ecg	SUBC23	ses-02	.ecg	42385	LOGVERSION	1 1 2 40 280	54221572	54226057	54221972	54226457	0	0	0	0	0 0	56 1063	14 4160	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.puls	SUBC23	ses-02	.puls	6567192	LOGVERSION_PULS	1 2 40 280	54222602	57509262	54223000	57509262	2085	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.resp	SUBC23	ses-02	.resp	6453350	LOGVERSION_RESP	1 2 20 2	54222090	57509262	54222487	57509262	2085	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ecg	SUBC024	ses-02	.ecg	136521	LOGVERSION	1 1 2 40 280	31808350	31823067	31807622	31822340	0	0	0	0	0 0	80 748	17 3460	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.puls	SUBC024	ses-02	.puls	7227617	LOGVERSION_PULS	1 2 40 280	31809380	35442667	31808650	35442647	2118	0	0	0	0 0	68 871	16 3640	64 937	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.resp	SUBC024	ses-02	.resp	7114413	LOGVERSION_RESP	1 2 20 2	31808870	35442670	31808140	35442647	2117	0	0	0	0 0	68 871	16 3640	64 937	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ecg	SUBC024	ses-01	.ecg	90729	LOGVERSION	1 1 2 40 280	62121945	62131685	62121772	62131512	0	0	0	0	0 0	105 570	23 2580	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.puls	SUBC024	ses-01	.puls	6774587	LOGVERSION_PULS	1 2 40 280	62122975	65533575	62122800	65533427	2244	0	0	443	0 0	89 668	16 3580	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.resp	SUBC024	ses-01	.resp	6645451	LOGVERSION_RESP	1 2 20 2	62122462	65533577	62122290	65533427	2244	0	0	443	0 0	89 668	16 3580	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ecg	SUBC25	ses-01	.ecg	119063	LOGVERSION	1 1 2 40 280	39509025	39521845	39508765	39521582	0	0	0	0	0 0	71 845	19 3140	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.puls	SUBC25	ses-01	.puls	17117189	LOGVERSION_PULS	1 2 40 280	39510055	48056585	39509792	48056187	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.resp	SUBC25	ses-01	.resp	16614826	LOGVERSION_RESP	1 2 20 2	39509542	48056587	39509280	48056187	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ecg	SUBC25	ses-02	.ecg	44337	LOGVERSION	1 1 2 40 280	37305460	37310157	37305330	37310027	0	0	0	0	0 0	79 756	15 3960	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.puls	SUBC25	ses-02	.puls	14188544	LOGVERSION_PULS	1 2 40 280														no	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.resp	SUBC25	ses-02	.resp	14073856	LOGVERSION_RESP	1 2 20 2														no	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ecg	SUBC26	ses-01	.ecg	52320	LOGVERSION	1 1 2 40 280	55833755	55839320	55831930	55837495	0	0	0	0	0 0	55 1083	15 3760	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.puls	SUBC26	ses-01	.puls	15810706	LOGVERSION_PULS	1 2 40 280	55834785	63727920	55832957	63725972	2180	0	0	0	0 0	61 973	14 4020	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.resp	SUBC26	ses-01	.resp	15574169	LOGVERSION_RESP	1 2 20 2	55834275	63727922	55832447	63725972	2180	0	0	0	0 0	61 977	14 4020	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ecg	SUBC26	ses-02	.ecg	37966	LOGVERSION	1 1 2 40 280	44589102	44593107	44589197	44593202	0	0	0	0	0 0	52 1145	14 4040	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.puls	SUBC26	ses-02	.puls	5777486	LOGVERSION_PULS	1 2 40 280	44590132	47477415	44590225	47477520	2084	0	0	250	0 0	50 1196	16 3640	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.resp	SUBC26	ses-02	.resp	5758359	LOGVERSION_RESP	1 2 20 2	44589620	47477417	44589715	47477520	2084	0	0	250	0 0	50 1196	16 3640	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ecg	SUBC27	ses-02	.ecg	55563	LOGVERSION	1 1 2 40 280	59236555	59242472	59238452	59244370	0	0	0	0	0 0	61 975	9 6240	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.puls	SUBC27	ses-02	.puls	15949438	LOGVERSION_PULS	1 2 40 280	59237585	67225190	59239480	67227530	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.resp	SUBC27	ses-02	.resp	15909894	LOGVERSION_RESP	1 2 20 2	59237072	67225192	59238970	67227530	2124	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ecg	SUBC027	ses-01	.ecg	48640	LOGVERSION	1 1 2 40 280	34050380	34055545	34050732	34055897	0	0	0	0	0 0	59 1016	7 8060	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.puls	SUBC027	ses-01	.puls	6347918	LOGVERSION_PULS	1 2 40 280	34051410	37243847	34051760	37243547	2084	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.resp	SUBC027	ses-01	.resp	6302913	LOGVERSION_RESP	1 2 20 2	34050897	37243850	34051250	37243547	2084	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.ecg	SUBC28	ses-02	.ecg	57677	LOGVERSION	1 1 2 40 280	36097322	36103470	36096817	36102965	0	0	0	0	0 0	62 966	11 5080	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.puls	SUBC28	ses-02	.puls	6234180	LOGVERSION_PULS	1 2 40 280	36098352	39207752	36097845	39207375	2084	0	0	570	0 0	63 945	13 4380	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.resp	SUBC28	ses-02	.resp	6082326	LOGVERSION_RESP	1 2 20 2	36097840	39207755	36097332	39207375	2084	0	0	570	0 0	63 945	12 4640	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Peripheral/SUBC29_SESSION02_2024JULY14.ecg	SUBC29	ses-02	.ecg	45834	LOGVERSION	1 1 2 40 280	41879002	41883862	41878950	41883810	0	0	0	0	0 0	53 1123	15 3760	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Peripheral/SUBC29_SESSION02_2024JULY14.puls	SUBC29	ses-02	.puls	9528610	LOGVERSION_PULS	1 2 40 280	41880032	46637665	41879977	46637385	2085	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Peripheral/SUBC29_SESSION02_2024JULY14.resp	SUBC29	ses-02	.resp	9303471	LOGVERSION_RESP	1 2 20 2	41879522	46637667	41879470	46637385	2085	0	0	0	0 0	0 0	0 0	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-peripheral/SUBC30_Session2_2024JUL20.ecg	SUBC30	ses-02	.ecg	52457	LOGVERSION	1 1 2 40 280	48239570	48245150	48239162	48244742	0	0	0	0	0 0	65 923	11 5260	0 0	0 0	yes	Freq Per values are physiological rate/period summaries, not acquisition sampling frequencies. MDH/MPCU values are literal scanner-clock ticks, not BIDS StartTime.
