subject	session	run	selected_source	discarded_sources	reason	confidence
sub-019	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-019	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-019	ses-02	03	March-05-2024_10-09-34_AM__scan_info_for_subject_subc20__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	March-05-2024_10-05-11_AM__Subject_is_subc20__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-019	ses-02	04	March-05-2024_10-13-56_AM__scan_info_for_subject_SUBC20__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	March-05-2024_10-09-50_AM__Subject_is_SUBC20__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-019	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-019	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-019	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-019	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-020	ses-01	01	September-09-2023_10-56-16_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	September-09-2023_11-02-38_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;September-09-2023_10-55-41_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;September-09-2023_10-56-31_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	priority_scan_info_selected=September-09-2023_10-56-16_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;discarded=September-09-2023_11-02-38_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;vars=triggerTimes;vbl;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	02	September-09-2023_11-06-45_AM__scan_info_for_subject_c21__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	September-09-2023_11-02-51_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	01	September-09-2023_10-56-16_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	September-09-2023_11-02-38_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;September-09-2023_10-55-41_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;September-09-2023_10-56-31_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	priority_scan_info_selected=September-09-2023_10-56-16_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;discarded=September-09-2023_11-02-38_AM__scan_info_for_subject_c21__selected_run_is_1__fmri_number_is1.mat;vars=triggerTimes;vbl;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	02	September-09-2023_11-06-45_AM__scan_info_for_subject_c21__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	September-09-2023_11-02-51_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	03	September-09-2023_11-13-01_AM__scan_info_for_subject_c21__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	September-09-2023_11-07-01_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	04	September-09-2023_11-17-14_AM__scan_info_for_subject_c21__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	September-09-2023_11-13-17_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-020	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-020	ses-01	03	September-09-2023_11-13-01_AM__scan_info_for_subject_c21__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	September-09-2023_11-07-01_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	04	September-09-2023_11-17-14_AM__scan_info_for_subject_c21__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	September-09-2023_11-13-17_AM__Subject_is_c21__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-020	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-020	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-020	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-020	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-01	01	September-28-2023_ 1-48-01_PM__scan_info_for_subject_c022__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	September-28-2023_ 1-42-07_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	02	September-28-2023_ 1-53-04_PM__scan_info_for_subject_c022__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	September-28-2023_ 1-48-23_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	01	September-28-2023_ 1-48-01_PM__scan_info_for_subject_c022__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	September-28-2023_ 1-42-07_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	02	September-28-2023_ 1-53-04_PM__scan_info_for_subject_c022__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	September-28-2023_ 1-48-23_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	03	September-28-2023_ 1-58-35_PM__scan_info_for_subject_c022__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	September-28-2023_ 1-53-26_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	04	September-28-2023_ 2-03-32_PM__scan_info_for_subject_c022__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	September-28-2023_ 1-58-57_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-01	03	September-28-2023_ 1-58-35_PM__scan_info_for_subject_c022__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	September-28-2023_ 1-53-26_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	04	September-28-2023_ 2-03-32_PM__scan_info_for_subject_c022__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	September-28-2023_ 1-58-57_PM__Subject_is_c022__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-02	01	March-25-2024_11-28-43_AM__scan_info_for_subject_subc22__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	March-25-2024_11-23-07_AM__Subject_is_subc22__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	02	March-25-2024_11-33-06_AM__scan_info_for_subject_SUBC22__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	March-25-2024_11-29-00_AM__Subject_is_SUBC22__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	01	March-25-2024_11-28-43_AM__scan_info_for_subject_subc22__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	March-25-2024_11-23-07_AM__Subject_is_subc22__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	02	March-25-2024_11-33-06_AM__scan_info_for_subject_SUBC22__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	March-25-2024_11-29-00_AM__Subject_is_SUBC22__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	03	March-25-2024_11-38-52_AM__scan_info_for_subject_SUBC22__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	March-25-2024_11-34-54_AM__Subject_is_SUBC22__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	04	March-25-2024_11-42-56_AM__scan_info_for_subject_SUBC22__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	March-25-2024_11-39-02_AM__Subject_is_SUBC22__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-02	03	March-25-2024_11-38-52_AM__scan_info_for_subject_SUBC22__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	March-25-2024_11-34-54_AM__Subject_is_SUBC22__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	04	March-25-2024_11-42-56_AM__scan_info_for_subject_SUBC22__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	March-25-2024_11-39-02_AM__Subject_is_SUBC22__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-021	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-021	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-01	01	October-05-2023_10-30-47_AM__scan_info_for_subject_c23__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	October-05-2023_10-25-10_AM__Subject_is_c23__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	02	October-05-2023_10-35-16_AM__scan_info_for_subject_subc23__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	October-05-2023_10-31-26_AM__Subject_is_subc23__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	01	October-05-2023_10-30-47_AM__scan_info_for_subject_c23__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	October-05-2023_10-25-10_AM__Subject_is_c23__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	02	October-05-2023_10-35-16_AM__scan_info_for_subject_subc23__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	October-05-2023_10-31-26_AM__Subject_is_subc23__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	03	October-05-2023_10-40-05_AM__scan_info_for_subject_c23__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	October-05-2023_10-36-03_AM__Subject_is_c23__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	04	October-05-2023_10-44-06_AM__scan_info_for_subject_c23__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	October-05-2023_10-40-12_AM__Subject_is_c23__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-01	03	October-05-2023_10-40-05_AM__scan_info_for_subject_c23__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	October-05-2023_10-36-03_AM__Subject_is_c23__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	04	October-05-2023_10-44-06_AM__scan_info_for_subject_c23__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	October-05-2023_10-40-12_AM__Subject_is_c23__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-02	01	April-22-2024_ 3-11-27_PM__scan_info_for_subject_C23__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	April-22-2024_ 3-06-21_PM__Subject_is_C23__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	02	April-22-2024_ 3-16-10_PM__scan_info_for_subject_SUBC23__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	April-22-2024_ 3-12-08_PM__Subject_is_SUBC23__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	01	April-22-2024_ 3-11-27_PM__scan_info_for_subject_C23__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	April-22-2024_ 3-06-21_PM__Subject_is_C23__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	02	April-22-2024_ 3-16-10_PM__scan_info_for_subject_SUBC23__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	April-22-2024_ 3-12-08_PM__Subject_is_SUBC23__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	03	April-22-2024_ 3-21-18_PM__scan_info_for_subject_C23__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	April-22-2024_ 3-17-25_PM__Subject_is_C23__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	04	April-22-2024_ 3-25-35_PM__scan_info_for_subject_C23__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	April-22-2024_ 3-21-34_PM__Subject_is_C23__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-02	03	April-22-2024_ 3-21-18_PM__scan_info_for_subject_C23__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	April-22-2024_ 3-17-25_PM__Subject_is_C23__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	04	April-22-2024_ 3-25-35_PM__scan_info_for_subject_C23__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	April-22-2024_ 3-21-34_PM__Subject_is_C23__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-022	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-022	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	01	October-17-2023_ 5-37-15_PM__scan_info_for_subject_sub-c24__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	October-17-2023_ 5-29-13_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	02	October-17-2023_ 5-42-11_PM__scan_info_for_subject_sub-c24__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	October-17-2023_ 5-37-40_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	01	October-17-2023_ 5-37-15_PM__scan_info_for_subject_sub-c24__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	October-17-2023_ 5-29-13_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	02	October-17-2023_ 5-42-11_PM__scan_info_for_subject_sub-c24__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	October-17-2023_ 5-37-40_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	03	October-17-2023_ 5-47-21_PM__scan_info_for_subject_sub-c24__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	October-17-2023_ 5-43-24_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	04	October-17-2023_ 5-51-49_PM__scan_info_for_subject_sub-c24__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	October-17-2023_ 5-47-34_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	03	October-17-2023_ 5-47-21_PM__scan_info_for_subject_sub-c24__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	October-17-2023_ 5-43-24_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	04	October-17-2023_ 5-51-49_PM__scan_info_for_subject_sub-c24__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	October-17-2023_ 5-47-34_PM__Subject_is_sub-c24__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	09	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-01	10	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-023	ses-02	01	April-27-2024_ 9-00-06_AM__scan_info_for_subject_SUBC24-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	April-27-2024_ 8-54-37_AM__Subject_is_SUBC24-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-02	02	April-27-2024_ 9-04-53_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	April-27-2024_ 9-00-55_AM__Subject_is_SUBC024-Session02__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-02	01	April-27-2024_ 9-00-06_AM__scan_info_for_subject_SUBC24-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	April-27-2024_ 8-54-37_AM__Subject_is_SUBC24-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-02	02	April-27-2024_ 9-04-53_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	April-27-2024_ 9-00-55_AM__Subject_is_SUBC024-Session02__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-023	ses-02	03	April-27-2024_ 9-10-27_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	April-27-2024_ 9-06-23_AM__Subject_is_SUBC024-Session02__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
